fafe256f-236b-40b1-b261-1e1e493cc624;0.41;weather
c0a73950-39f3-471a-a576-f9981b815652;0.43;weather
daf35084-72f9-4b40-90db-39217d1ae7d0;0.42;weather
fbaa9687-26a1-428f-a1e1-44171da53dea;0.44;weather
abe51702-7066-4e63-8f39-66e2ef61059b;0.46;weather
e2b38d3b-31f6-4266-9b1c-8c2376522530;0.46;weather
afa9755b-1eeb-4bb3-a2a2-fa8c2caff8b8;0.45;weather
b4c7e9a2-e812-4209-82d5-4e52ebb6c3a6;0.49;weather
d37cc87f-b579-41e7-a44a-44caffc94360;0.48;weather
cb5edab1-51e6-4d92-bcca-4684a21e28ea;0.48;weather
a0077d50-2a59-44aa-84b7-c33b827a5bcc;0.44;weather
f28c8db8-fae8-4124-8cc3-4b7448ecb047;0.28;weather
b42f45fb-9ce7-464f-83b6-84462cf102a4;0.41;weather
faa077d3-a813-4a47-b4bc-5d948a69953e;0.4;weather
ab9cc6c1-58a9-401f-98d3-03831ff665cc;0.4;weather
ee433ddd-be6d-4f31-a1b3-e91936773795;0.46;weather
a4f0653a-ae0e-4535-af90-a40b74f34714;0.45;weather
bc206fb6-b397-472e-aecc-67bfafdca373;0.44;weather
d3fd4289-6ef1-4716-97d3-a4c8a6f79a7b;0.43;weather
d588215d-7642-41c5-93ce-73d9fa89fa3b;0.44;weather
c7c000a5-c1da-4819-ab85-fb3d4044f9b8;0.42;weather
f66a6432-8c0c-42ea-9c02-280de37dfb89;0.51;weather
bd899f60-b3ac-4ef3-9448-882227f6a669;0.51;weather
b9deb57b-155b-46b9-aaca-6edfc6b3f897;0.51;weather
a5965f16-492c-42ec-bd65-a685eebe7123;0.51;weather
fafe256f-236b-40b1-b261-1e1e493cc624;0.43;historical
c0a73950-39f3-471a-a576-f9981b815652;0.45;historical
daf35084-72f9-4b40-90db-39217d1ae7d0;0.46;historical
fbaa9687-26a1-428f-a1e1-44171da53dea;0.46;historical
abe51702-7066-4e63-8f39-66e2ef61059b;0.48;historical
e2b38d3b-31f6-4266-9b1c-8c2376522530;0.49;historical
afa9755b-1eeb-4bb3-a2a2-fa8c2caff8b8;0.49;historical
b4c7e9a2-e812-4209-82d5-4e52ebb6c3a6;0.47;historical
d37cc87f-b579-41e7-a44a-44caffc94360;0.42;historical
cb5edab1-51e6-4d92-bcca-4684a21e28ea;0.42;historical
a0077d50-2a59-44aa-84b7-c33b827a5bcc;0.41;historical
f28c8db8-fae8-4124-8cc3-4b7448ecb047;0.33;historical
b42f45fb-9ce7-464f-83b6-84462cf102a4;0.43;historical
faa077d3-a813-4a47-b4bc-5d948a69953e;0.46;historical
ab9cc6c1-58a9-401f-98d3-03831ff665cc;0.46;historical
ee433ddd-be6d-4f31-a1b3-e91936773795;0.44;historical
a4f0653a-ae0e-4535-af90-a40b74f34714;0.41;historical
bc206fb6-b397-472e-aecc-67bfafdca373;0.42;historical
d3fd4289-6ef1-4716-97d3-a4c8a6f79a7b;0.42;historical
d588215d-7642-41c5-93ce-73d9fa89fa3b;0.43;historical
c7c000a5-c1da-4819-ab85-fb3d4044f9b8;0.45;historical
f66a6432-8c0c-42ea-9c02-280de37dfb89;0.52;historical
bd899f60-b3ac-4ef3-9448-882227f6a669;0.52;historical
b9deb57b-155b-46b9-aaca-6edfc6b3f897;0.52;historical
a5965f16-492c-42ec-bd65-a685eebe7123;0.52;historical